volt1,volt2,amp1,amp2,FQtyL,FQtyR,E1 FFlow,E1 OilT,E1 OilP,E1 RPM,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,OAT,IAS,VSpd,NormAc,AltMSL,timestep,cluster,Master Index,date_diff,flight_length,number_flights_before
28.3,28.3,0.3,0,17.18,24,2.67,143.54,63.95,1520.7,217.95,215.15,226.09,221.48,1113.03,1133.3,1137.8,1115.35,-2.8,84.1,-586.61,-0.01,1995,5799,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.18,24,2.66,143.5,64.07,1521,217.49,214.7,225.66,220.97,1116.76,1136.45,1141.92,1117.18,-2.8,84.34,-570.57,0,1985.8,5800,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.15,24,2.68,143.45,63.94,1521.6,217.17,214.4,225.39,220.56,1119.97,1139.03,1145.15,1120.18,-2.8,84.41,-574.48,0,1973.2,5801,c_28,23517,-1,17673,0
28.2,28.3,0.3,0,17.15,24,2.67,143.39,64.02,1521.7,216.68,213.88,224.88,219.95,1122.9,1140.46,1148.05,1123.35,-2.8,84.41,-598.68,0,1963.5,5802,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,17.15,24,2.65,143.35,63.98,1522.3,216.37,213.58,224.57,219.6,1126.43,1144.25,1150.68,1124.22,-2.8,84.53,-607.6,0,1953.8,5803,c_28,23517,-1,17673,0
28.2,28.2,0.3,0,17.15,24,2.7,143.3,64.01,1522.7,215.82,213.07,224.14,218.99,1128.75,1146.71,1152.45,1123.77,-2.8,84.54,-607.38,0,1944.2,5804,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.1,24,2.65,143.25,64.02,1522.7,215.51,212.8,223.86,218.62,1130.54,1149.37,1154.13,1124.95,-2.8,84.63,-593.15,0.01,1934.7,5805,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,17.1,24,2.63,143.2,63.97,1521.9,215.12,212.42,223.56,218.19,1132.26,1151.63,1155.11,1126.9,-2.8,84.52,-592.04,0.01,1925.1,5806,c_28,23517,-1,17673,0
28.2,28.3,0.3,0,17.1,24,2.65,143.16,63.78,1520.1,214.73,212.02,223.19,217.7,1134.97,1152.44,1155.99,1127.72,-2.8,84.28,-579.99,0.01,1920,5807,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.1,24,2.64,143.11,63.83,1519,214.34,211.66,222.84,217.23,1137.5,1152.38,1157.36,1127.71,-2.8,84.1,-559.88,0,1912.3,5808,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.1,24,2.67,143.06,63.99,1516.2,214.02,211.42,222.61,216.92,1138.9,1152.97,1159.49,1128.97,-2.5,83.72,-544.88,0,1903.9,5809,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,17.1,24,2.68,143.01,63.92,1516.2,213.54,210.97,222.22,216.36,1140.2,1154.42,1161.09,1129.14,-2.5,83.65,-530.96,-0.01,1895.7,5810,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,17.15,24,2.64,142.96,64.03,1517.2,213.21,210.64,221.85,215.9,1140.61,1156.17,1161.65,1128.12,-2.5,83.51,-528.11,-0.01,1887.7,5811,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.15,24,2.64,142.91,63.9,1515,212.94,210.4,221.65,215.59,1142.16,1157.26,1162.94,1128.13,-2.5,83.27,-536.92,-0.01,1879.9,5812,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.15,24,2.65,142.86,63.99,1515.5,212.48,209.99,221.22,215.09,1142.94,1159.1,1164.83,1129.15,-2.5,83.55,-529.05,0,1868.2,5813,c_28,23517,-1,17673,0
28.2,28.3,0.3,0,17.15,24,2.62,142.81,63.98,1517.3,212.13,209.62,220.92,214.64,1143.84,1161.49,1166.58,1130.29,-2.5,83.65,-528.04,0,1859.5,5814,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.18,24,2.67,142.77,63.91,1515.6,211.92,209.42,220.72,214.33,1145.43,1162.86,1168.64,1129.95,-2.5,83.5,-541.46,0,1851,5815,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.18,24,2.65,142.71,64.1,1516.1,211.57,209.09,220.45,213.93,1146.41,1163.67,1169.88,1130.96,-2.5,83.24,-543.93,0,1841.7,5816,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.18,24,2.66,142.59,63.91,1513,210.79,208.39,219.75,213.04,1145.96,1165.92,1169.8,1131.76,-2.5,82.92,-531.06,0,1824.7,5817,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.18,24,2.67,142.53,63.7,1510.8,210.57,208.21,219.56,212.8,1146.99,1167.05,1170.32,1131.02,-2.5,82.79,-528.09,0,1818.7,5818,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.18,24,2.68,142.47,63.84,1509.5,210.28,207.94,219.31,212.41,1147.31,1168.51,1170.43,1131.01,-2.5,82.75,-528,0,1810.7,5819,c_28,23517,-1,17673,0
28.2,28.3,0.1,0,17.18,24,2.69,142.41,63.83,1509.8,209.99,207.7,219.02,212.03,1146.8,1169.09,1170.56,1132.2,-2.5,82.68,-528,-0.01,1802.6,5820,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.2,24,2.68,142.35,63.78,1509,209.72,207.39,218.78,211.7,1146.23,1169.79,1171.05,1130.95,-2.5,82.73,-528,-0.01,1793.5,5821,c_28,23517,-1,17673,0
28.2,28.2,0.3,0,17.2,24,2.65,142.3,63.75,1507.9,209.43,207.13,218.51,211.34,1147.38,1170.55,1171.5,1129.2,-2.2,82.76,-542.14,0,1784.6,5822,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.2,24,2.64,142.24,63.78,1509.1,209.16,206.88,218.25,210.98,1148.38,1170.33,1172.51,1130.32,-2.2,82.82,-558.69,0,1775.8,5823,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,17.2,24,2.67,142.17,63.9,1511,208.85,206.61,218.04,210.64,1148.99,1169.71,1173.93,1132.15,-2.2,82.84,-585.67,0.01,1763,5824,c_28,23517,-1,17673,0
28.2,28.2,0.3,0,17.2,24,2.66,142.07,63.9,1511.2,208.36,206.12,217.53,209.99,1151.01,1170.79,1175.32,1132.14,-2.2,82.85,-591.99,0,1745.8,5825,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.2,24,2.68,142,63.8,1511.3,208.08,205.88,217.3,209.69,1151.93,1172.24,1175.56,1133.56,-2.2,82.72,-578.54,0.01,1736.9,5826,c_28,23517,-1,17673,0
28.2,28.3,0.3,0,17.2,24,2.69,141.94,64.01,1516.8,207.21,205.04,216.46,208.71,1151.67,1172.53,1176.17,1134.35,-2.2,82.53,-557.57,0.01,1729,5827,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,17.2,24,2.62,141.88,64.08,1522.1,206.74,204.6,216.02,208.2,1154.26,1174.27,1178.88,1135.14,-2.2,82.53,-527.54,0.01,1722.9,5828,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.2,24,2.69,141.81,64.06,1524.8,206.54,204.33,215.79,207.9,1157.04,1177.75,1181.92,1136.45,-2.2,82.55,-512.81,0.02,1715.6,5829,c_28,23517,-1,17673,0
28.2,28.2,0.3,0,17.26,24,2.72,141.73,64.15,1533.6,206.38,204.26,215.69,207.7,1161.93,1183.21,1185.73,1139.46,-2.2,82.13,-510.58,0.01,1709,5830,c_28,23517,-1,17673,0
28.2,28.3,0.3,0,17.2,24,2.93,141.66,64.75,1559.4,206.07,203.92,215.36,207.3,1167.48,1190.3,1192.39,1144.67,-2.2,81.78,-480.78,0.02,1702.6,5831,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,17.2,24,3.63,141.59,65.76,1638.5,205.93,203.8,215.25,207.11,1178.44,1201.88,1202.58,1152.65,-2.2,81.51,-450.74,0.03,1696.2,5832,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,17.2,24,3.81,141.45,66.63,1715.7,205.59,203.48,214.9,206.59,1199.42,1226.33,1226.06,1176.1,-2.2,81.6,-368.41,-0.02,1687.1,5833,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,17.26,24,3.78,141.38,66.79,1716.7,205.36,203.31,214.76,206.34,1206.48,1234.51,1235.14,1185.24,-2.2,81.59,-340,-0.05,1677.8,5834,c_28,23517,-1,17673,0
28.2,28.3,0.3,0,17.2,24,3.82,141.31,66.71,1717,205.2,203.19,214.58,206.07,1212.81,1241.81,1243.25,1192.56,-2,81.95,-348.96,-0.02,1669.7,5835,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.2,24,3.81,141.25,66.86,1720.9,204.98,203.06,214.48,205.82,1217.85,1247.9,1250.36,1199.29,-2,82.2,-411.04,0.01,1660.7,5836,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,17.2,24,3.97,141.18,67.16,1727,204.82,202.94,214.35,205.58,1221.88,1252.66,1255.91,1206.6,-2,82.67,-471,0.01,1651.7,5837,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.2,24,4.7,141.11,67.73,1792.8,204.67,202.82,214.22,205.36,1227.68,1258.77,1260.64,1211.25,-2,83.1,-501.91,0.02,1644.1,5838,c_28,23517,-1,17673,0
28.2,28.3,0.3,0,17.26,24,4.85,141.04,68.59,1841.2,204.52,202.78,214.17,205.12,1234.41,1266.69,1267.68,1216.36,-2,83.49,-511.57,0.02,1636.3,5839,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.26,24,4.91,140.96,68.69,1854.9,204.39,202.73,214.07,204.94,1239.69,1274.62,1272.81,1221.5,-2,84.07,-482.82,0.01,1632.7,5840,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,17.28,24,4.83,140.89,68.71,1858.2,204.23,202.67,214.03,204.7,1244.32,1282.13,1275.85,1225.88,-2,84.23,-464.94,0,1626.9,5841,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.26,24,4.88,140.83,68.72,1861.4,204.12,202.65,213.96,204.52,1248.47,1287.43,1278.13,1228.16,-2,84.44,-440.84,0.02,1621.3,5842,c_28,23517,-1,17673,0
28.2,28.3,0.3,0,17.2,24,4.86,140.76,68.95,1862,204.01,202.65,213.93,204.31,1251.8,1291.73,1280.98,1229.48,-2,84.99,-413.71,0.03,1616.2,5843,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.2,24,4.82,140.68,68.73,1866,204.01,202.84,214.04,204.23,1255.41,1295.59,1283.8,1232.85,-2,85.45,-361.89,0.05,1612.7,5844,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.2,24,5.04,140.6,68.81,1869.8,203.96,202.88,214.07,204.12,1257.8,1299.09,1285.77,1236.16,-2,85.08,-302.93,0.05,1610.9,5845,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.2,24,6.48,140.54,70.07,1979.8,203.76,202.82,214,203.88,1262.43,1304.14,1289.67,1240.75,-2,84.64,-248.06,0.02,1607.8,5846,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.18,24,6.98,140.47,71.7,2067.2,203.83,203.01,214.17,203.82,1269.63,1312.8,1298.81,1246.91,-2,84.84,-165.19,0.01,1608.5,5847,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,17.15,24,7.23,140.38,71.66,2105.6,203.75,203.14,214.19,203.67,1276.99,1321.26,1306.99,1254.49,-2,84.84,-58.89,0,1609.3,5848,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.15,24,7.57,140.27,72.4,2147.6,203.72,203.26,214.31,203.58,1285.5,1330.31,1316.18,1263.54,-2,84.94,1.62,0,1610.2,5849,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,17.1,24,7.68,140.16,72.19,2164.8,203.71,203.4,214.42,203.46,1295.59,1340.52,1325.37,1272.54,-2,85.14,36.43,-0.05,1610.7,5850,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.1,24,7.8,140.03,72.82,2180.3,203.71,203.59,214.56,203.34,1304.16,1351.22,1334.9,1281.84,-2,85.62,62.46,-0.02,1610.2,5851,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,17.07,24,7.93,139.88,72.49,2198.2,203.75,203.82,214.69,203.31,1313.67,1363.04,1345.3,1291.12,-1.8,86.36,40.14,-0.02,1612.6,5852,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,17.07,24,7.88,139.73,72.56,2205.9,203.8,204.06,214.9,203.21,1323.01,1371.06,1354.99,1299.84,-1.8,87.25,2.66,-0.02,1612.1,5853,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,16.99,24,7.81,139.58,72.72,2210,203.83,204.34,215.1,203.18,1331.27,1377.81,1361.94,1308.18,-1.8,87.79,14.23,-0.08,1611.3,5854,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,16.99,24,7.88,139.42,72.81,2209.7,203.91,204.64,215.31,203.18,1338.15,1383.86,1369.13,1315.71,-1.8,88.26,-0.54,0,1608.5,5855,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,16.97,24,7.91,139.25,72.66,2213.3,204.13,205.09,215.69,203.23,1345.02,1390.05,1376.34,1324.4,-1.8,89.01,-73.26,0,1605.7,5856,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.94,24,7.86,139.1,72.1,2213.7,204.14,205.36,215.9,203.15,1351.97,1394.2,1382.75,1329.84,-1.8,89.44,-125.26,-0.04,1603.4,5857,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.94,24,7.93,138.95,72.56,2219.8,204.34,205.86,216.31,203.29,1357.13,1399.13,1388.82,1333.34,-1.8,90.35,-137.18,0.02,1597.3,5858,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,16.89,24,7.85,138.79,72.28,2222.4,204.57,206.28,216.66,203.31,1361.23,1403.69,1392.95,1339.02,-1.8,90.87,-171.08,0,1593.7,5859,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,16.86,24,7.85,138.64,72.49,2231,204.71,206.72,217,203.39,1364.93,1406.57,1395.78,1344.91,-1.8,91.74,-175.83,0.02,1590.4,5860,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,16.84,24,7.9,138.51,72.58,2230.6,204.92,207.16,217.37,203.48,1368.65,1409.67,1399.38,1348.26,-1.8,92.7,-176,0.03,1587.5,5861,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.78,24,7.95,138.39,72.38,2234.7,205.12,207.63,217.75,203.56,1371.21,1412.42,1403.26,1349.92,-1.8,93.01,-151.94,-0.01,1585.6,5862,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,16.84,24,7.91,138.24,72.19,2238.7,205.37,208.16,218.18,203.68,1374.02,1415.54,1406.27,1352.61,-1.8,93.63,-137.3,0.03,1582.9,5863,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,16.78,24,7.91,138.11,72.22,2242,205.6,208.65,218.59,203.81,1376.47,1418.31,1409.86,1355.56,-1.8,93.81,-119.02,-0.01,1584,5864,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,16.78,24,7.9,137.97,72.1,2238.8,205.88,209.15,219.05,203.98,1378.93,1420.7,1413.74,1356.45,-1.8,94.36,-68.8,-0.04,1582.3,5865,c_28,23517,-1,17673,0
28.2,28.3,0.3,0,16.73,24,7.94,137.82,72.46,2246.8,206.24,209.66,219.48,204.17,1381.05,1423.63,1418.36,1358.37,-1.8,95.28,-78.77,0.06,1580.6,5866,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,16.73,24,7.92,137.66,72.64,2246,206.61,210.35,220.07,204.52,1383.83,1426.82,1421.46,1361.2,-1.8,94.92,-141.03,0.01,1580.3,5867,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.73,24,7.82,137.49,72.19,2243.3,206.96,210.92,220.59,204.72,1385.9,1428.96,1423.93,1363.92,-1.8,94.53,-139.92,-0.03,1580.6,5868,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.68,24,7.29,137.32,71.33,2200.7,207.32,211.47,221.09,204.95,1385.87,1428.53,1423.53,1363.03,-1.8,95.25,-81.5,-0.02,1581.7,5869,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,16.68,24,7.24,137.15,71.28,2179.7,207.67,212.05,221.58,205.22,1382.65,1424.18,1420.01,1359.28,-1.8,94.68,-32.48,0.01,1579.9,5870,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,16.62,24,7.22,136.97,71.28,2175.7,208.08,212.62,222.1,205.5,1380.18,1421.5,1417.86,1357.51,-1.8,94.44,12.02,0.06,1581.2,5871,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.62,24,7.18,136.81,70.81,2177,207.73,212.46,221.88,205.05,1377.33,1419,1415.91,1354.4,-1.8,94.23,13.71,0.01,1583,5872,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,16.57,24,7.29,136.65,71.26,2169.8,208.78,213.72,223.05,206.04,1376.66,1417.93,1415.44,1352.33,-1.8,93.67,77.67,-0.02,1586,5873,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,16.62,24,7.21,136.47,70.9,2171.7,208.55,213.63,222.95,205.72,1373.83,1417.5,1413.68,1350.88,-1.8,93.51,130.09,0.06,1587.8,5874,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,16.62,24,7.21,136.3,70.89,2166.1,208.89,214.14,223.4,206,1372.5,1417.49,1412.54,1351.24,-1.8,92.95,114.16,-0.06,1590.9,5875,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.62,24,7.01,136.13,70.61,2147.2,209.35,214.73,223.93,206.35,1370.63,1416.5,1410.21,1350.03,-1.8,92.31,168.46,-0.09,1595.7,5876,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.52,24,7.14,135.97,70.58,2141.9,209.84,215.32,224.47,206.71,1367.76,1414.7,1407.47,1346.3,-1.8,92.17,156.2,0.01,1595.4,5877,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,16.49,24,7.08,135.81,70.68,2142.2,210.32,215.96,225.05,207.1,1364.39,1412.07,1405.52,1343.73,-1.8,91.94,35.08,0,1595.2,5878,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,16.44,24,7.05,135.64,70.45,2140.7,210.81,216.55,225.62,207.54,1361.95,1409.17,1404.01,1343.27,-1.8,92.06,9.59,0.01,1595.2,5879,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.44,24,7.17,135.46,70.45,2138.3,211.39,217.18,226.17,207.97,1360.36,1408.18,1403.83,1340.76,-1.8,92.15,44.54,-0.02,1595.5,5880,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.44,24,7.11,135.33,70.58,2142.8,211.91,217.75,226.77,208.39,1358.86,1407.28,1403.2,1337.18,-1.8,92.43,77.23,-0.02,1595,5881,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,16.44,24,7.05,135.16,70.44,2139.4,212.57,218.47,227.42,208.97,1357.79,1406.18,1402.05,1336.81,-1.8,92.45,54.18,0.02,1591.1,5882,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,16.44,24,7.1,134.99,70.54,2141.2,212.99,218.98,227.89,209.34,1356.62,1404.45,1401.53,1337.83,-1.8,92.63,-2.93,-0.03,1589.9,5883,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.49,24,7.09,134.83,70.49,2141.9,213.64,219.69,228.61,209.91,1356.58,1403.89,1400.84,1337.52,-1.8,92.85,-4.53,0,1588.2,5884,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,16.49,24,7.18,134.68,70.71,2144.4,214.19,220.35,229.16,210.42,1356.51,1404.11,1400.31,1336.24,-1.8,92.87,-47.29,-0.03,1585.8,5885,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,16.52,24,7.14,134.52,70.58,2146.5,214.65,220.84,229.67,210.83,1356.15,1404.14,1400.48,1337.84,-1.8,93.35,-60.84,0.01,1583.2,5886,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,16.62,24,7.15,134.23,70.37,2150.5,215.78,222.02,230.78,211.83,1355.8,1405.59,1401.12,1337.73,-1.8,93.45,-142.2,0.07,1581.9,5887,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,16.62,24,7.13,134.09,70.65,2149.4,216.45,222.75,231.48,212.44,1355.82,1407.05,1401.79,1336.95,-1.8,93.29,-129.35,-0.02,1581.1,5888,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,16.62,24,7.2,133.93,70.49,2150.3,217.11,223.43,232.14,213.04,1356.08,1408.13,1401.33,1339.13,-1.8,93.61,-83.78,0.03,1579.8,5889,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.78,24,7.1,133.67,70.46,2148.5,218.2,224.66,233.23,214.1,1355.45,1409.48,1402.19,1340.17,-1.8,93.22,-67.11,-0.01,1579.2,5890,c_28,23517,-1,17673,0
28.2,28.2,0.3,0,16.78,24,7.2,133.56,70.6,2148.4,218.79,225.19,233.78,214.65,1355.42,1410.3,1403.18,1339.41,-1.8,93.25,-32.58,-0.03,1578.6,5891,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,16.84,24,7.1,133.45,70.04,2149.6,219.43,225.82,234.39,215.22,1355.73,1410.66,1403.52,1341.2,-1.8,93.55,-10.24,0.03,1574.8,5892,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.89,24,7.05,133.35,70.39,2151.6,220,226.41,234.97,215.78,1356.43,1411.49,1404.27,1342.56,-1.8,93.78,-50.99,-0.04,1574.4,5893,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.94,24,7.12,133.27,70.44,2155.5,220.57,227.02,235.54,216.32,1357.06,1412.3,1405.16,1341.62,-1.8,93.64,-48.63,-0.01,1572.8,5894,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,16.97,24,7.13,133.17,70.4,2153.1,221.2,227.69,236.13,216.91,1357.15,1412.13,1406.23,1340.66,-1.8,93.66,-62,-0.02,1570.4,5895,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,16.99,24,7.21,133.09,70.38,2151,221.76,228.21,236.73,217.49,1357.84,1411.86,1407.42,1342.6,-1.8,93.58,-93.27,0,1568.4,5896,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.05,24,7.16,132.99,70.56,2154.7,222.38,228.89,237.27,218.1,1359.62,1411.19,1408.15,1343.73,-1.5,94.13,-102.48,0.02,1569,5897,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.07,24,7.09,132.91,70.46,2155,222.99,229.45,237.82,218.69,1360.03,1411.16,1408.8,1342.26,-1.5,93.86,-140.36,0.01,1567.7,5898,c_28,23517,-1,17673,0
28.2,28.2,0.3,0,17.07,24,7.12,132.81,70.44,2153.1,223.61,230.02,238.43,219.29,1360.26,1411.02,1409.12,1342.43,-1.5,93.52,-134.98,0.05,1566.8,5899,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,17.07,24,7.09,132.72,70.32,2150.6,224.19,230.63,238.97,219.88,1359.72,1411.07,1409.56,1343.79,-1.5,93.38,-117.85,-0.02,1566.9,5900,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.1,24,7.2,132.64,70.14,2153.1,224.81,231.23,239.53,220.5,1358.29,1410.41,1410.04,1343.89,-1.5,93.43,-67.59,-0.04,1566.7,5901,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.07,24,7.12,132.57,70.5,2151.7,225.38,231.84,240.12,221.09,1357.64,1410.73,1409.63,1342.58,-1.5,93.59,-24.8,0.03,1565.9,5902,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,17.07,24,7.15,132.48,70.29,2151.2,225.98,232.5,240.68,221.74,1358.04,1410.71,1408.73,1342.03,-1.5,93.44,-46.98,-0.02,1562.2,5903,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,17.1,24,7.12,132.41,70.48,2149,226.6,233.01,241.26,222.34,1357.63,1410.98,1408.31,1343.23,-1.5,92.92,-77.02,0.02,1561.2,5904,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.05,24,7.13,132.34,70.29,2150.4,227.19,233.62,241.8,222.92,1357.25,1411.32,1407.22,1343.01,-1.5,93.34,-79.9,0.1,1561,5905,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,17.05,24,7.23,132.27,70.29,2152.9,227.83,234.18,242.35,223.53,1357.77,1411.66,1406.25,1342.2,-1.5,93.01,-61.04,-0.02,1564.1,5906,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,17.05,24,7.08,132.18,70.05,2144.6,228.39,234.79,242.92,224.17,1358.67,1412.64,1406.34,1342.26,-1.5,92.09,56.06,-0.01,1566.7,5907,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.07,24,7.16,132.1,70.17,2141.7,229,235.38,243.43,224.79,1359.96,1413.42,1406.47,1342.16,-1.5,91.26,109.22,0.01,1568.5,5908,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,17.05,24,7.1,132.01,70.33,2139.3,229.61,236.03,244.02,225.39,1360.17,1412.32,1406.58,1340.38,-1.5,90.79,95.17,0.04,1574.7,5909,c_28,23517,-1,17673,0
28.2,28.2,0.3,0,17.05,24,7.16,131.94,69.92,2138,230.16,236.53,244.56,225.99,1359.71,1410.81,1406.04,1339.18,-1.5,90.46,108.18,-0.02,1578.5,5910,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,17.05,24,7.05,131.86,69.95,2133.1,230.73,237.12,245.12,226.61,1358.75,1410.22,1404.4,1340.34,-1.5,90.08,184.37,-0.02,1582.1,5911,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,17.05,24,7.11,131.78,70.14,2131.4,231.33,237.72,245.64,227.23,1358.06,1409.46,1403.85,1340.52,-1.5,89.5,196.5,-0.03,1585,5912,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.97,24,7.1,131.71,69.85,2129.6,231.9,238.29,246.18,227.84,1358.05,1408.8,1403.06,1338.97,-1.5,88.97,164.2,-0.01,1587.3,5913,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,16.97,24,7.07,131.63,69.99,2126.7,232.5,238.83,246.74,228.44,1358.47,1408.85,1403.25,1337.59,-1.5,88.89,148.83,0.02,1589.2,5914,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,16.97,24,7.11,131.55,69.87,2130.8,233.06,239.48,247.27,229.05,1358.37,1409.35,1403.93,1337.39,-1.5,88.75,113.45,-0.03,1588.5,5915,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.94,24,7.12,131.49,69.96,2128,233.64,239.97,247.79,229.65,1358.23,1409.97,1404.57,1337.11,-1.5,88.55,118.08,0.01,1590,5916,c_28,23517,-1,17673,0
28.3,28.3,0.2,0,16.94,24,7.03,131.43,69.71,2125,234.19,240.53,248.33,230.28,1357.94,1410.53,1404.66,1334.91,-1.5,88.28,99.26,-0.02,1591.6,5917,c_28,23517,-1,17673,0
28.2,28.2,0.2,0,16.94,24,7.08,131.36,69.54,2123,234.76,241.1,248.87,230.86,1357.57,1410.29,1404.9,1334.22,-1.5,88.03,81.47,-0.03,1593.2,5918,c_28,23517,-1,17673,0
28.2,28.3,0.2,0,16.89,24,7.1,131.28,69.79,2126.9,235.45,241.76,249.47,231.6,1357.14,1409.59,1404.85,1335.91,-1.5,87.65,89.96,-0.03,1594.1,5919,c_28,23517,-1,17673,0
28.3,28.3,0.3,0,16.86,24,7.13,131.22,69.72,2123.1,235.89,242.22,249.92,232.08,1356.73,1409.27,1404.59,1336.29,-1.5,87.35,81.43,0,1594.1,5920,c_28,23517,-1,17673,0
